transaction_id,customer_id,product_id,quantity,amount,transaction_time,payment_method
T0004965,C02974,P01405,2,1864.0,2025-07-21 16:22:33,貨到付款
T0004966,C03936,P00336,1,864.5,2025-07-15 20:32:47,信用卡
T0004967,C00887,P00047,3,5478.51,2025-07-20 16:22:57,行動支付
T0004968,C02276,P01434,3,494.66999999999996,2025-07-21 21:28:07,行動支付
T0004969,C02894,P00741,2,1053.96,2025-07-08 08:40:39,行動支付
T0004970,C04657,P00467,4,1479.8,2025-07-18 11:16:16,貨到付款
T0004971,C00465,P01635,4,944.2,2025-07-31 20:38:59,貨到付款
T0004972,C01496,P01864,4,5764.24,2025-07-13 01:27:15,轉帳
T0004973,C01842,P01397,4,14625.84,2025-07-28 16:11:21,轉帳
T0004974,C01894,P00166,4,5979.2,2025-07-16 11:30:30,貨到付款
T0004975,C00338,P00354,2,6911.48,2025-07-09 11:40:10,貨到付款
T0004976,C02136,P00001,3,2470.8,2025-07-03 10:32:17,行動支付
T0004977,C02752,P00165,3,5921.16,2025-07-17 14:23:24,貨到付款
T0004978,C01464,P00270,2,2851.84,2025-07-29 20:50:54,行動支付
T0004979,C00672,P00875,4,6494.64,2025-07-30 17:59:35,信用卡
T0004980,C03473,P00627,2,6400.12,2025-07-25 16:33:30,轉帳
T0004981,C01372,P01587,3,8850.93,2025-07-11 13:37:55,貨到付款
T0004982,C02635,P01131,1,2090.67,2025-07-22 16:14:08,貨到付款
T0004983,C02623,P01743,2,2745.46,2025-07-24 10:38:02,轉帳
T0004984,C03479,P00119,4,11298.44,2025-07-21 19:58:03,行動支付
T0004985,C03060,P00315,3,10861.74,2025-07-11 16:20:18,貨到付款
T0004986,C00546,P00835,3,1847.91,2025-07-12 17:28:14,轉帳
T0004987,C03648,P01624,3,6251.400000000001,2025-07-13 07:23:18,轉帳
T0004988,C03144,P01837,3,7970.460000000001,2025-07-02 12:36:04,行動支付
T0004989,C04935,P00157,4,11607.0,2025-07-19 05:19:59,轉帳
T0004990,C02418,P00221,1,2667.45,2025-07-06 06:08:55,轉帳
T0004991,C03443,P00429,3,6582.12,2025-07-22 19:30:06,貨到付款
T0004992,C04669,P01438,2,2058.74,2025-07-05 04:14:15,信用卡
T0004993,C04931,P00366,1,1500.41,2025-07-31 21:03:49,行動支付
T0004994,C01435,P01757,3,12570.57,2025-07-25 14:15:12,信用卡
T0004995,C03044,P01933,1,1227.97,2025-07-12 21:12:56,行動支付
T0004996,C01582,P01309,2,398.56,2025-07-23 13:30:20,信用卡
T0004997,C02626,P01372,3,1255.8600000000001,2025-07-30 21:37:42,貨到付款
T0004998,C04975,P00519,2,1573.14,2025-07-18 01:25:51,貨到付款
T0004999,C01769,P01267,4,6137.36,2025-07-06 12:46:45,行動支付
T0005000,C00648,P01235,3,5748.03,2025-07-04 17:58:00,行動支付
T0005001,C02813,P00063,3,6473.91,2025-07-17 15:31:48,信用卡
T0005002,C02598,P00565,3,4625.43,2025-07-21 12:30:32,信用卡
T0005003,C03159,P01911,3,5905.08,2025-07-21 21:09:49,信用卡
T0005004,C02462,P00984,4,11887.72,2025-07-23 19:12:29,貨到付款
T0005005,C00899,P01529,3,3855.81,2025-07-28 22:15:03,行動支付
T0005006,C03047,P01408,1,720.47,2025-07-19 22:29:14,行動支付
T0005007,C03542,P01689,3,11466.84,2025-07-19 15:32:46,轉帳
T0005008,C04896,P00927,4,9725.04,2025-07-08 21:54:24,信用卡
T0005009,C00007,P01101,3,2928.0,2025-07-14 02:31:42,貨到付款
T0005010,C00119,P01861,1,889.23,2025-07-19 23:32:51,貨到付款
T0005011,C03127,P01416,4,5414.44,2025-07-11 22:00:50,轉帳
T0005012,C00589,P01179,4,7174.52,2025-07-29 19:43:41,貨到付款
T0005013,C04240,P00732,1,3566.29,2025-07-10 12:23:42,轉帳
T0005014,C03997,P00056,1,1891.45,2025-07-02 14:08:38,貨到付款
T0005015,C04994,P00461,1,3203.5,2025-07-13 03:39:57,轉帳
T0005016,C02070,P01501,1,3696.18,2025-07-24 23:49:47,信用卡
T0005017,C01668,P00131,1,3243.19,2025-07-01 18:01:59,行動支付
T0005018,C02802,P00019,4,1988.96,2025-07-15 17:45:11,貨到付款
T0005019,C03187,P00785,4,14350.76,2025-07-23 22:25:22,信用卡
T0005020,C00056,P01914,3,271.92,2025-07-05 10:10:22,貨到付款
T0005021,C01005,P01244,3,3689.5499999999997,2025-07-10 13:01:21,轉帳
T0005022,C01408,P01939,2,4310.98,2025-07-20 07:05:47,行動支付
T0005023,C03950,P01545,3,716.88,2025-07-12 10:07:04,信用卡
T0005024,C01538,P00024,3,1237.47,2025-07-15 14:13:37,轉帳
T0005025,C02533,P01380,1,1554.84,2025-07-18 20:46:50,貨到付款
T0005026,C01619,P01157,1,2011.35,2025-07-15 10:51:40,信用卡
T0005027,C00030,P00006,3,7041.93,2025-07-11 16:45:56,轉帳
T0005028,C03429,P00696,2,6289.86,2025-07-19 18:54:35,貨到付款
T0005029,C01706,P01875,1,1995.98,2025-07-15 18:32:42,信用卡
T0005030,C03621,P01756,3,3158.2799999999997,2025-07-17 12:31:21,行動支付
T0005031,C03079,P00856,3,7182.27,2025-07-23 12:12:44,行動支付
T0005032,C00145,P01012,4,4240.48,2025-07-18 20:23:12,貨到付款
T0005033,C00878,P01397,2,7312.92,2025-07-24 13:39:40,貨到付款
T0005034,C01652,P01520,4,5963.56,2025-07-16 10:33:13,行動支付
T0005035,C01689,P00128,2,1542.48,2025-07-28 17:23:02,行動支付
T0005036,C03362,P01085,1,139.54,2025-07-25 14:44:01,貨到付款
T0005037,C04580,P01253,2,7029.94,2025-07-12 01:12:54,轉帳
T0005038,C03986,P01819,3,6804.210000000001,2025-07-02 14:26:28,轉帳
T0005039,C03228,P01910,3,10358.52,2025-07-06 01:08:34,行動支付
T0005040,C02407,P01980,2,1705.74,2025-07-04 12:35:15,轉帳
T0005041,C03136,P00673,2,617.82,2025-07-18 14:01:52,信用卡
T0005042,C04460,P01230,2,238.52,2025-07-30 10:55:33,行動支付
T0005043,C02684,P01783,4,612.08,2025-07-30 13:28:36,貨到付款
T0005044,C01675,P01919,2,3417.8,2025-07-29 20:49:09,行動支付
T0005045,C03919,P00718,1,1133.18,2025-07-04 12:46:36,信用卡
T0005046,C02069,P01519,4,1202.36,2025-07-06 07:14:30,行動支付
T0005047,C03712,P00487,4,6560.4,2025-07-04 15:00:55,行動支付
T0005048,C04175,P00747,2,672.2,2025-07-29 14:12:36,貨到付款
T0005049,C01496,P01134,1,2220.69,2025-07-02 20:33:23,轉帳
T0005050,C03624,P00293,4,4982.16,2025-07-17 11:26:35,轉帳
T0005051,C01577,P00722,3,9411.630000000001,2025-07-09 18:32:13,轉帳
T0005052,C02679,P00141,4,6559.16,2025-07-28 14:59:48,行動支付
T0005053,C01041,P00118,2,2078.3,2025-07-17 22:27:28,行動支付
T0005054,C03427,P01927,1,4114.02,2025-07-06 04:25:27,信用卡
T0005055,C03997,P01138,2,5542.66,2025-07-11 18:02:59,貨到付款
T0005056,C04440,P01155,3,9067.05,2025-07-13 11:23:59,轉帳
T0005057,C01767,P01288,3,11408.099999999999,2025-07-12 13:28:50,貨到付款
T0005058,C04848,P00795,3,3602.3999999999996,2025-07-08 19:48:50,轉帳
T0005059,C01402,P00856,2,4788.18,2025-07-11 12:51:00,轉帳
T0005060,C00155,P01828,4,10168.44,2025-07-11 22:48:40,轉帳
T0005061,C04918,P01648,2,2823.72,2025-07-22 21:30:57,轉帳
T0005062,C03132,P00117,1,3762.2,2025-07-22 09:00:18,轉帳
T0005063,C04212,P01093,4,2531.36,2025-07-02 10:44:52,轉帳
T0005064,C02854,P01434,3,494.66999999999996,2025-07-26 17:41:39,信用卡
T0005065,C01947,P00955,2,2909.0,2025-07-24 15:04:01,轉帳
T0005066,C02975,P00088,3,7648.23,2025-07-21 16:20:51,行動支付
T0005067,C04322,P01390,3,9234.99,2025-07-11 16:09:13,信用卡
T0005068,C03757,P00483,1,139.24,2025-07-11 15:18:48,信用卡
T0005069,C03526,P00957,4,12483.6,2025-07-12 18:40:09,信用卡
T0005070,C01572,P00534,1,392.21,2025-07-02 16:09:18,行動支付
T0005071,C00158,P01360,1,2948.25,2025-07-31 08:50:18,轉帳
T0005072,C02069,P01433,1,873.74,2025-07-03 13:50:29,行動支付
T0005073,C02485,P01912,3,5939.58,2025-07-24 22:48:19,行動支付
T0005074,C01188,P01324,1,323.02,2025-07-19 05:25:24,行動支付
T0005075,C02259,P01140,1,3793.25,2025-07-01 15:07:27,貨到付款
T0005076,C04753,P00577,4,4240.28,2025-07-25 18:07:05,轉帳
T0005077,C01080,P01162,4,11361.28,2025-07-11 17:40:24,行動支付
T0005078,C01511,P01926,1,3473.31,2025-07-14 06:41:18,轉帳
T0005079,C00561,P00749,4,6088.32,2025-07-01 18:28:42,信用卡
T0005080,C03924,P00450,4,14663.0,2025-07-21 13:02:02,轉帳
T0005081,C03888,P00005,1,3808.7,2025-07-28 20:21:35,信用卡
T0005082,C04566,P00981,3,7059.599999999999,2025-07-10 02:41:35,行動支付
T0005083,C02218,P00753,1,389.27,2025-07-19 03:40:30,信用卡
T0005084,C00124,P01696,4,6458.04,2025-07-01 14:57:36,貨到付款
T0005085,C02413,P00314,3,3499.0199999999995,2025-07-20 16:59:41,信用卡
T0005086,C02500,P00656,2,2220.62,2025-07-13 07:50:19,轉帳
T0005087,C00951,P00435,3,6522.719999999999,2025-07-20 05:27:41,行動支付
T0005088,C04618,P01265,4,1389.16,2025-07-12 17:54:57,信用卡
T0005089,C03662,P01656,3,10139.43,2025-07-21 20:02:58,轉帳
T0005090,C02618,P00145,1,651.77,2025-07-22 11:41:25,貨到付款
T0005091,C03877,P00425,2,1350.7,2025-07-07 16:25:18,轉帳
T0005092,C00716,P00758,2,7518.9,2025-07-16 10:10:19,行動支付
T0005093,C04358,P00510,2,532.06,2025-07-12 07:32:58,信用卡
T0005094,C04110,P01797,4,3122.08,2025-07-24 07:02:33,行動支付
T0005095,C04690,P00367,4,3248.56,2025-07-24 11:22:04,信用卡
T0005096,C03383,P00211,2,1253.86,2025-07-26 18:18:55,信用卡
T0005097,C00663,P01074,3,6105.63,2025-07-21 18:16:17,行動支付
T0005098,C03622,P00367,2,1624.28,2025-07-21 17:50:39,信用卡
T0005099,C02296,P00122,3,260.85,2025-07-21 20:26:25,信用卡
T0005100,C03568,P00373,3,12145.02,2025-07-23 11:38:02,轉帳
T0005101,C02611,P01894,4,8838.16,2025-07-25 03:02:16,行動支付
T0005102,C00020,P01404,3,4187.43,2025-07-12 05:58:45,轉帳
T0005103,C04661,P00298,2,5162.18,2025-07-18 01:44:55,轉帳
T0005104,C03435,P01578,4,13089.84,2025-07-29 19:55:48,行動支付
T0005105,C02971,P00615,1,3440.62,2025-07-18 20:26:31,轉帳
T0005106,C00435,P01712,1,964.45,2025-07-21 10:20:06,轉帳
T0005107,C02334,P00139,4,12440.92,2025-07-10 00:36:24,貨到付款
T0005108,C00230,P01474,2,3813.8,2025-07-04 19:03:36,信用卡
T0005109,C02602,P00063,1,2157.97,2025-07-19 12:28:13,轉帳
T0005110,C03294,P00079,1,1517.45,2025-07-03 15:00:37,行動支付
T0005111,C01562,P01790,3,6387.57,2025-07-17 22:56:25,行動支付
T0005112,C02887,P00843,3,1429.6200000000001,2025-07-14 22:58:35,貨到付款
T0005113,C01560,P01353,2,4154.08,2025-07-04 11:01:14,轉帳
T0005114,C04460,P00712,4,12379.44,2025-07-28 17:18:24,行動支付
T0005115,C01604,P00011,2,6670.66,2025-07-20 02:11:35,行動支付
T0005116,C00962,P01528,4,12269.8,2025-07-04 13:06:24,轉帳
T0005117,C01383,P01082,1,1738.03,2025-07-09 12:59:26,轉帳
T0005118,C01595,P01827,3,4369.65,2025-07-13 23:23:28,行動支付
T0005119,C02205,P01020,2,4299.1,2025-07-08 08:55:22,行動支付
T0005120,C00588,P00485,2,4470.62,2025-07-08 14:08:28,貨到付款
T0005121,C00746,P00302,4,8693.84,2025-07-13 14:28:25,信用卡
T0005122,C01368,P01805,4,2240.88,2025-07-06 18:10:50,行動支付
T0005123,C00076,P00176,2,4329.06,2025-07-25 22:37:22,信用卡
T0005124,C03114,P00785,4,14350.76,2025-07-30 15:47:40,貨到付款
T0005125,C02570,P00439,2,4330.3,2025-07-19 22:31:17,轉帳
T0005126,C01032,P00272,2,604.88,2025-07-12 00:03:40,行動支付
T0005127,C01751,P01855,2,3549.6,2025-07-19 15:39:50,貨到付款
T0005128,C01592,P00563,1,2694.19,2025-07-15 09:57:14,轉帳
T0005129,C00707,P01356,4,17908.96,2025-07-21 11:48:21,貨到付款
T0005130,C03521,P01915,3,3643.6499999999996,2025-07-25 15:59:27,行動支付
T0005131,C01416,P01847,3,5988.450000000001,2025-07-02 21:11:24,轉帳
T0005132,C01224,P00913,4,3483.84,2025-07-31 22:05:16,轉帳
T0005133,C00356,P01508,2,4744.7,2025-07-27 21:16:28,轉帳
T0005134,C03066,P01992,3,3539.34,2025-07-03 21:21:02,轉帳
T0005135,C01693,P01112,3,5259.03,2025-07-28 12:49:06,貨到付款
T0005136,C02218,P01964,4,9979.72,2025-07-12 04:16:18,信用卡
T0005137,C00650,P00902,3,765.72,2025-07-31 13:42:32,轉帳
T0005138,C02353,P01714,2,745.78,2025-07-24 17:38:57,貨到付款
T0005139,C03377,P01721,4,15205.96,2025-07-26 09:38:18,行動支付
T0005140,C00529,P00175,2,4141.74,2025-07-24 22:16:05,貨到付款
T0005141,C00268,P01186,3,7948.530000000001,2025-07-22 18:36:51,信用卡
T0005142,C02132,P01187,3,4119.51,2025-07-29 08:14:59,貨到付款
T0005143,C00894,P00846,2,3994.06,2025-07-24 20:35:02,轉帳
T0005144,C02980,P00334,1,1157.6,2025-07-09 17:31:53,信用卡
T0005145,C02963,P00092,3,4468.799999999999,2025-07-14 10:38:12,信用卡
T0005146,C04180,P01906,1,673.15,2025-07-26 13:12:28,行動支付
T0005147,C03496,P00480,3,6313.5599999999995,2025-07-08 17:59:20,行動支付
T0005148,C03081,P01342,1,3187.94,2025-07-24 10:57:11,信用卡
T0005149,C01562,P01764,1,3068.48,2025-07-27 11:26:00,信用卡
T0005150,C04087,P01594,1,517.66,2025-07-23 20:18:42,轉帳
T0005151,C03564,P01769,2,5399.36,2025-07-22 09:27:16,貨到付款
T0005152,C03354,P00282,1,3521.76,2025-07-28 19:17:00,貨到付款
T0005153,C02667,P00740,1,797.42,2025-07-26 04:44:07,轉帳
T0005154,C04868,P01041,1,1585.07,2025-07-07 13:18:09,信用卡
T0005155,C03778,P00155,3,579.36,2025-07-11 13:24:05,行動支付
T0005156,C02328,P00923,1,2605.71,2025-07-18 11:52:27,轉帳
T0005157,C00658,P00926,3,5281.0199999999995,2025-07-24 10:05:13,行動支付
T0005158,C04064,P00049,1,3443.51,2025-07-18 11:07:55,貨到付款
T0005159,C04598,P01191,1,1748.08,2025-07-23 13:04:53,貨到付款
T0005160,C02341,P00002,2,6334.08,2025-07-01 16:22:17,貨到付款
T0005161,C02277,P00889,3,5652.03,2025-07-30 10:40:23,轉帳
T0005162,C03422,P00181,1,833.9,2025-07-25 10:30:21,轉帳
T0005163,C03551,P00688,3,6264.48,2025-07-01 13:57:34,信用卡
T0005164,C02326,P00324,3,1072.71,2025-07-17 17:32:57,貨到付款
T0005165,C01158,P01427,4,5893.4,2025-07-09 17:33:59,信用卡
T0005166,C01118,P01101,2,1952.0,2025-07-06 16:28:10,轉帳
T0005167,C04305,P00361,2,3492.82,2025-07-16 05:25:12,轉帳
T0005168,C03084,P00862,2,8773.72,2025-07-07 12:44:42,信用卡
T0005169,C04564,P01914,4,362.56,2025-07-06 15:13:31,轉帳
T0005170,C01960,P00197,4,13058.88,2025-07-17 22:46:50,行動支付
T0005171,C03498,P01590,2,1722.76,2025-07-08 10:30:10,轉帳
T0005172,C03325,P01451,4,7681.76,2025-07-15 11:09:56,行動支付
T0005173,C03943,P00341,4,10941.2,2025-07-14 09:28:58,行動支付
T0005174,C04412,P00705,4,13574.64,2025-07-24 14:18:27,貨到付款
T0005175,C02266,P01820,2,3155.76,2025-07-29 17:58:32,行動支付
T0005176,C00151,P01571,2,4001.34,2025-07-26 12:07:37,轉帳
T0005177,C02376,P01044,2,7603.02,2025-07-21 20:48:24,信用卡
T0005178,C01757,P01819,4,9072.28,2025-07-18 22:40:45,信用卡
T0005179,C02306,P01445,2,5076.04,2025-07-15 19:37:43,轉帳
T0005180,C00854,P01372,4,1674.48,2025-07-05 23:18:17,貨到付款
T0005181,C03839,P01131,1,2090.67,2025-07-20 14:50:04,行動支付
T0005182,C03022,P00867,4,3299.24,2025-07-07 14:22:40,貨到付款
T0005183,C00636,P01545,3,716.88,2025-07-29 15:55:53,貨到付款
T0005184,C00514,P01006,2,4208.92,2025-07-24 19:25:26,轉帳
T0005185,C04087,P00422,2,583.46,2025-07-17 11:52:38,貨到付款
T0005186,C03983,P00742,3,7014.51,2025-07-31 21:58:43,行動支付
T0005187,C01629,P01100,4,489.28,2025-07-11 11:41:27,貨到付款
T0005188,C03247,P00163,1,1578.38,2025-07-29 14:32:13,轉帳
T0005189,C03962,P01177,3,10456.92,2025-07-25 10:12:04,轉帳
T0005190,C02663,P00625,3,2403.27,2025-07-13 02:45:45,轉帳
T0005191,C02004,P01499,4,10180.44,2025-07-25 11:06:30,轉帳
T0005192,C02067,P01380,2,3109.68,2025-07-15 17:21:15,貨到付款
T0005193,C03104,P00940,4,13306.0,2025-07-10 03:13:35,轉帳
T0005194,C02739,P01407,3,12146.01,2025-07-22 16:12:12,轉帳
T0005195,C04869,P00188,3,1903.8600000000001,2025-07-04 17:50:42,行動支付
T0005196,C01919,P01112,2,3506.02,2025-07-31 21:06:32,信用卡
T0005197,C01703,P00088,2,5098.82,2025-07-01 08:25:17,信用卡
T0005198,C04069,P00100,2,3304.12,2025-07-18 20:10:15,貨到付款
T0005199,C02954,P01984,4,8256.52,2025-07-14 10:03:55,行動支付
T0005200,C03921,P00679,2,3952.3,2025-07-04 21:14:32,信用卡
T0005201,C02176,P00472,3,7961.849999999999,2025-07-17 20:47:58,行動支付
T0005202,C03936,P01069,3,2190.7799999999997,2025-07-20 15:23:12,貨到付款
T0005203,C02722,P01616,1,1456.75,2025-07-03 08:17:49,貨到付款
T0005204,C01180,P01207,4,7296.52,2025-07-29 18:15:36,轉帳
T0005205,C03313,P00431,1,3990.94,2025-07-16 16:06:23,貨到付款
T0005206,C00389,P01094,3,4591.9800000000005,2025-07-16 11:51:05,貨到付款
T0005207,C04654,P00750,1,1285.69,2025-07-28 12:51:05,信用卡
T0005208,C02870,P01885,3,10761.36,2025-07-01 18:49:27,行動支付
T0005209,C02433,P01017,1,437.91,2025-07-01 15:54:11,貨到付款
T0005210,C02960,P01163,2,5587.18,2025-07-08 18:22:03,轉帳
T0005211,C02314,P01798,1,1000.22,2025-07-10 14:09:26,信用卡
T0005212,C02775,P01607,2,5206.22,2025-07-30 23:11:51,行動支付
T0005213,C04110,P00552,2,5120.1,2025-07-05 07:31:35,行動支付
T0005214,C00880,P01922,4,3317.8,2025-07-21 17:09:59,轉帳
T0005215,C04779,P00621,2,3115.88,2025-07-30 22:06:40,貨到付款
T0005216,C00348,P00106,2,3771.94,2025-07-26 13:44:09,貨到付款
T0005217,C00543,P00191,1,2595.73,2025-07-28 22:27:41,信用卡
T0005218,C04070,P01027,3,10761.57,2025-07-04 22:49:15,信用卡
T0005219,C03856,P00336,4,3458.0,2025-07-11 03:26:08,信用卡
T0005220,C01894,P01507,2,2901.1,2025-07-03 04:18:02,貨到付款
T0005221,C02471,P00325,4,3797.0,2025-07-03 12:30:54,行動支付
T0005222,C03300,P00107,1,413.09,2025-07-20 21:31:59,行動支付
T0005223,C00452,P01102,2,7497.14,2025-07-21 01:08:45,轉帳
T0005224,C04085,P01230,1,119.26,2025-07-20 21:04:02,行動支付
T0005225,C04436,P01073,4,1541.48,2025-07-19 23:30:41,信用卡
T0005226,C04516,P01250,1,3042.46,2025-07-12 04:27:33,行動支付
T0005227,C03180,P01677,4,13847.4,2025-07-13 10:23:03,信用卡
T0005228,C00000,P00457,1,1660.99,2025-07-18 11:35:05,行動支付
T0005229,C00733,P01324,4,1292.08,2025-07-25 13:59:51,行動支付
T0005230,C00746,P00310,3,4602.18,2025-07-22 22:07:18,轉帳
T0005231,C02656,P00503,1,140.37,2025-07-02 14:14:30,行動支付
T0005232,C01949,P00554,1,3068.52,2025-07-07 04:43:29,貨到付款
T0005233,C02889,P00974,3,6729.87,2025-07-03 22:48:12,轉帳
T0005234,C00978,P00557,3,914.76,2025-07-19 00:39:00,行動支付
T0005235,C03407,P00422,1,291.73,2025-07-20 21:09:01,信用卡
T0005236,C01582,P00263,3,10320.69,2025-07-30 03:54:50,信用卡
T0005237,C02851,P01498,2,2146.5,2025-07-24 18:11:25,信用卡
T0005238,C04566,P01049,4,8247.72,2025-07-26 00:00:40,貨到付款
T0005239,C01522,P00219,4,2974.8,2025-07-06 23:59:18,貨到付款
T0005240,C04716,P00842,4,2110.08,2025-07-16 12:52:20,行動支付
T0005241,C02173,P01906,2,1346.3,2025-07-29 17:39:33,貨到付款
T0005242,C04912,P00719,3,3774.06,2025-07-23 16:33:39,行動支付
T0005243,C01721,P01204,3,13092.599999999999,2025-07-06 01:10:29,信用卡
T0005244,C00446,P00392,1,3548.52,2025-07-08 16:56:21,行動支付
T0005245,C00040,P00020,3,5313.15,2025-07-31 10:38:50,貨到付款
T0005246,C04932,P00253,1,161.38,2025-07-27 04:08:36,貨到付款
T0005247,C02020,P01254,2,2983.86,2025-07-15 18:11:49,信用卡
T0005248,C00637,P00026,4,15905.84,2025-07-11 11:07:18,轉帳
T0005249,C01470,P00072,4,3276.28,2025-07-19 16:43:15,轉帳
T0005250,C01846,P00415,4,6212.8,2025-07-18 18:54:57,貨到付款
T0005251,C02744,P00101,3,10345.23,2025-07-10 15:56:23,信用卡
T0005252,C00265,P01874,1,2314.84,2025-07-10 11:05:32,轉帳
T0005253,C03516,P01391,1,209.89,2025-07-18 14:19:23,行動支付
T0005254,C04103,P00438,2,1235.34,2025-07-20 06:34:03,行動支付
T0005255,C01796,P00262,3,2314.92,2025-07-02 15:40:53,信用卡
T0005256,C04306,P01433,2,1747.48,2025-07-27 13:47:17,信用卡
T0005257,C04328,P00996,1,2497.2,2025-07-25 14:25:26,信用卡
T0005258,C01176,P01700,1,4461.37,2025-07-20 20:15:30,轉帳
T0005259,C03511,P00254,4,6623.64,2025-07-27 08:40:41,轉帳
T0005260,C01971,P01751,3,7568.01,2025-07-12 15:17:53,行動支付
T0005261,C01590,P00487,1,1640.1,2025-07-30 13:15:34,轉帳
T0005262,C01913,P01435,4,13915.16,2025-07-16 13:00:55,行動支付
T0005263,C01907,P00082,3,4405.4400000000005,2025-07-24 15:29:02,貨到付款
T0005264,C02725,P01553,2,4086.82,2025-07-20 13:46:12,貨到付款
T0005265,C03312,P00261,3,9560.19,2025-07-04 14:09:06,信用卡
T0005266,C02374,P00187,3,4361.04,2025-07-21 21:50:14,貨到付款
T0005267,C00941,P00670,1,1680.2,2025-07-25 13:37:45,貨到付款
T0005268,C01922,P00094,1,920.05,2025-07-17 00:12:13,行動支付
T0005269,C04622,P00506,3,8149.650000000001,2025-07-08 08:48:23,貨到付款
T0005270,C04199,P00394,1,4444.07,2025-07-22 14:26:16,轉帳
T0005271,C00771,P01364,1,1891.52,2025-07-01 08:05:19,行動支付
T0005272,C04987,P01649,1,2250.36,2025-07-13 00:56:39,貨到付款
T0005273,C03350,P00688,4,8352.64,2025-07-22 11:58:58,貨到付款
T0005274,C00671,P01586,4,6395.0,2025-07-07 12:00:54,行動支付
T0005275,C00358,P00461,3,9610.5,2025-07-30 14:11:51,行動支付
T0005276,C00078,P01656,1,3379.81,2025-07-13 01:36:13,行動支付
T0005277,C03606,P00913,4,3483.84,2025-07-03 23:47:17,轉帳
T0005278,C02433,P00711,3,2866.71,2025-07-05 18:25:53,行動支付
T0005279,C02183,P01806,1,3207.35,2025-07-30 11:07:24,轉帳
T0005280,C04951,P00191,2,5191.46,2025-07-04 12:57:35,行動支付
T0005281,C00423,P01074,1,2035.21,2025-07-31 10:06:00,信用卡
T0005282,C03211,P00264,1,3823.44,2025-07-03 15:44:28,轉帳
T0005283,C02079,P00142,4,2174.24,2025-07-04 17:37:18,行動支付
T0005284,C02280,P00045,3,8307.27,2025-07-11 15:47:16,行動支付
T0005285,C03944,P00323,3,4524.39,2025-07-02 13:07:38,信用卡
T0005286,C03022,P01196,4,2626.8,2025-07-22 17:23:01,信用卡
T0005287,C02128,P00831,1,430.35,2025-07-18 05:57:45,行動支付
T0005288,C00898,P01766,2,2548.84,2025-07-01 00:53:48,貨到付款
T0005289,C02547,P01371,1,2395.68,2025-07-27 07:49:28,轉帳
T0005290,C02760,P01484,1,1921.64,2025-07-26 19:40:22,行動支付
T0005291,C02250,P00939,2,2520.54,2025-07-06 19:14:23,轉帳
T0005292,C01776,P00756,4,12730.0,2025-07-20 08:30:51,轉帳
T0005293,C00928,P01216,3,7188.0,2025-07-14 11:11:16,貨到付款
T0005294,C03022,P01721,4,15205.96,2025-07-04 11:01:09,轉帳
T0005295,C02889,P00318,4,11974.92,2025-07-23 10:59:33,轉帳
T0005296,C04234,P01498,1,1073.25,2025-07-26 18:30:06,貨到付款
T0005297,C01183,P01061,3,7257.299999999999,2025-07-02 14:20:47,行動支付
T0005298,C02508,P00238,3,11180.880000000001,2025-07-14 01:18:37,行動支付
T0005299,C02054,P01570,4,6081.32,2025-07-06 23:23:56,貨到付款
T0005300,C02730,P00527,2,7507.78,2025-07-15 14:18:05,信用卡
T0005301,C01834,P01684,4,1874.6,2025-07-22 12:02:23,貨到付款
T0005302,C04891,P01483,2,4563.04,2025-07-16 06:21:12,轉帳
T0005303,C02840,P01642,3,5262.33,2025-07-05 03:31:55,貨到付款
T0005304,C03524,P00133,4,1522.28,2025-07-22 17:39:54,行動支付
T0005305,C00565,P00774,1,2067.03,2025-07-27 11:50:43,貨到付款
T0005306,C02407,P00324,4,1430.28,2025-07-25 13:25:07,行動支付
T0005307,C03452,P01134,3,6662.07,2025-07-11 16:58:33,行動支付
T0005308,C00710,P01602,1,2185.96,2025-07-20 16:54:59,信用卡
T0005309,C03656,P00406,1,1200.31,2025-07-17 17:45:07,信用卡
T0005310,C04917,P00237,2,5907.4,2025-07-13 19:35:55,轉帳
T0005311,C04918,P00973,1,1530.09,2025-07-08 07:06:20,轉帳
T0005312,C03894,P01002,1,3677.45,2025-07-28 22:05:04,行動支付
T0005313,C02324,P00733,4,5820.16,2025-07-09 10:16:07,行動支付
T0005314,C00391,P01114,3,6174.900000000001,2025-07-06 07:51:32,信用卡
T0005315,C04449,P00737,2,171.02,2025-07-10 23:56:19,轉帳
T0005316,C00442,P01682,4,9690.92,2025-07-31 14:13:04,行動支付
T0005317,C02362,P01682,1,2422.73,2025-07-30 18:13:28,轉帳
T0005318,C03708,P01814,1,1152.12,2025-07-03 22:30:57,信用卡
T0005319,C04802,P00921,2,478.9,2025-07-27 21:16:05,信用卡
T0005320,C00390,P01506,3,4621.9800000000005,2025-07-19 21:00:43,轉帳
T0005321,C03168,P01781,2,400.76,2025-07-14 14:20:19,信用卡
T0005322,C03990,P00766,4,17521.32,2025-07-29 22:41:03,貨到付款
T0005323,C01562,P01400,2,734.76,2025-07-18 13:47:52,轉帳
T0005324,C00263,P01859,1,785.84,2025-07-01 10:00:57,貨到付款
T0005325,C01717,P00168,4,1210.48,2025-07-04 17:50:05,行動支付
T0005326,C03892,P01024,1,2536.87,2025-07-30 15:56:58,轉帳
T0005327,C02344,P00787,3,10715.82,2025-07-03 15:24:06,貨到付款
