product_id,product_name,category,brand,list_price,sale_price,weight_dimensions,employee_id,create_date,modify_date
P00624,Product_624,美妝,Brand_D,4478,3755,2337g,EMP0008,2024-09-22,
P00625,Product_625,服飾,Brand_H,3808,3198,4808g,EMP0009,2025-02-02,
P00626,Product_626,3C,Brand_G,1727,1514,3278g,EMP0004,2024-09-19,2024-12-02
P00627,Product_627,美妝,Brand_F,3748,2790,1193g,EMP0003,2024-11-24,2025-05-14
P00628,Product_628,服飾,Brand_C,845,645,42x91x92cm,EMP0001,2024-09-02,2024-11-05
P00629,Product_629,圖書,Brand_E,739,667,1162g,EMP0004,2025-06-26,
P00630,Product_630,美妝,Brand_A,1794,1680,3335g,EMP0008,2024-12-11,2025-03-09
P00631,Product_631,家居,Brand_H,4058,2978,3768g,EMP0008,2024-12-14,
P00632,Product_632,服飾,Brand_H,1307,1078,4539g,EMP0008,2025-04-06,
P00633,Product_633,圖書,Brand_I,410,309,29x44x76cm,EMP0009,2025-05-16,
P00634,Product_634,食品,Brand_A,745,533,2036g,EMP0007,2025-05-19,
P00635,Product_635,圖書,Brand_I,4308,3366,2839g,EMP0000,2024-12-07,
P00636,Product_636,圖書,Brand_H,3206,2359,2619g,EMP0001,2024-08-23,
P00637,Product_637,美妝,Brand_J,1341,1176,88x48x76cm,EMP0002,2025-03-12,
P00638,Product_638,食品,Brand_F,2821,2351,3225g,EMP0007,2024-10-24,
P00639,Product_639,圖書,Brand_D,2685,1976,55x84x100cm,EMP0008,2025-03-28,
P00640,Product_640,圖書,Brand_F,3312,2326,3193g,EMP0006,2024-11-26,
P00641,Product_641,圖書,Brand_J,1243,1121,2978g,EMP0006,2024-11-28,
P00642,Product_642,圖書,Brand_J,4336,3226,701g,EMP0008,2025-01-17,
P00643,Product_643,家居,Brand_B,1616,1376,1093g,EMP0007,2024-07-30,
P00644,Product_644,食品,Brand_E,3501,2746,1245g,EMP0000,2024-11-22,
P00645,Product_645,家居,Brand_H,179,152,98x94x30cm,EMP0004,2024-08-31,
P00646,Product_646,食品,Brand_H,1926,1500,85x49x32cm,EMP0000,2024-07-25,
P00647,Product_647,3C,Brand_G,1823,1316,4191g,EMP0003,2024-07-11,
P00648,Product_648,美妝,Brand_B,2763,2088,1837g,EMP0003,2024-10-13,
P00649,Product_649,美妝,Brand_H,456,341,25x33x40cm,EMP0008,2025-04-15,
P00650,Product_650,食品,Brand_F,3972,3205,1141g,EMP0004,2024-10-26,2025-07-31
P00651,Product_651,服飾,Brand_C,1167,1009,82x17x62cm,EMP0000,2025-01-06,
P00652,Product_652,服飾,Brand_J,3417,2618,659g,EMP0004,2024-12-30,
P00653,Product_653,家居,Brand_E,4036,2837,3619g,EMP0007,2024-10-28,
P00654,Product_654,食品,Brand_A,2853,2367,2236g,EMP0001,2024-10-04,
P00655,Product_655,圖書,Brand_G,3730,3176,69x32x47cm,EMP0007,2024-12-16,
P00656,Product_656,服飾,Brand_A,3343,3145,390g,EMP0003,2025-03-24,
P00657,Product_657,家居,Brand_C,1842,1561,1957g,EMP0006,2024-09-28,2025-04-12
P00658,Product_658,家居,Brand_F,4063,3323,906g,EMP0004,2025-05-22,
P00659,Product_659,家居,Brand_J,1544,1302,32x70x95cm,EMP0003,2025-04-12,
P00660,Product_660,服飾,Brand_E,2899,2702,3881g,EMP0008,2024-07-19,
P00661,Product_661,食品,Brand_H,3752,3404,3812g,EMP0004,2025-05-12,
P00662,Product_662,圖書,Brand_D,1957,1528,68x11x67cm,EMP0002,2024-12-23,
P00663,Product_663,3C,Brand_I,1584,1202,27x54x19cm,EMP0009,2024-11-10,
P00664,Product_664,美妝,Brand_F,2351,1800,73x94x56cm,EMP0004,2024-11-19,
P00665,Product_665,圖書,Brand_E,4108,3394,93x54x30cm,EMP0008,2025-01-18,
P00666,Product_666,3C,Brand_J,4657,4126,4781g,EMP0001,2025-03-25,
P00667,Product_667,3C,Brand_B,2771,2288,1885g,EMP0007,2025-02-10,
P00668,Product_668,食品,Brand_D,3341,2395,868g,EMP0001,2024-07-25,
P00669,Product_669,服飾,Brand_B,4526,3987,4935g,EMP0005,2024-09-08,
P00670,Product_670,美妝,Brand_A,583,525,76x30x15cm,EMP0006,2025-01-18,
P00671,Product_671,3C,Brand_J,1237,956,1342g,EMP0006,2024-08-01,
P00672,Product_672,圖書,Brand_B,3574,3095,73x54x92cm,EMP0006,2025-06-27,
P00673,Product_673,圖書,Brand_I,4136,3337,1475g,EMP0004,2025-05-20,
P00674,Product_674,家居,Brand_B,4299,3965,3188g,EMP0009,2025-03-28,
P00675,Product_675,食品,Brand_B,2134,1945,1607g,EMP0008,2025-04-03,
P00676,Product_676,家居,Brand_A,538,447,3289g,EMP0006,2025-04-20,
P00677,Product_677,家居,Brand_H,2245,1960,35x27x88cm,EMP0009,2025-02-13,
P00678,Product_678,食品,Brand_D,1231,1133,11x16x66cm,EMP0008,2024-12-21,
P00679,Product_679,服飾,Brand_C,1527,1258,1261g,EMP0001,2024-11-22,
P00680,Product_680,家居,Brand_F,3884,3023,2235g,EMP0008,2025-06-24,2025-07-18
P00681,Product_681,美妝,Brand_G,470,418,133g,EMP0005,2024-12-31,2025-01-13
P00682,Product_682,3C,Brand_G,4155,3137,3982g,EMP0000,2024-07-12,
P00683,Product_683,3C,Brand_I,2196,1750,86x53x29cm,EMP0000,2024-10-07,2025-04-22
P00684,Product_684,圖書,Brand_C,3021,2768,2275g,EMP0008,2025-04-10,
P00685,Product_685,食品,Brand_G,539,475,29x16x34cm,EMP0007,2025-05-13,
P00686,Product_686,食品,Brand_E,1753,1404,84x58x67cm,EMP0008,2024-08-31,
P00687,Product_687,3C,Brand_I,540,407,18x54x34cm,EMP0001,2024-10-19,
P00688,Product_688,食品,Brand_A,4812,3796,89x54x60cm,EMP0006,2025-03-10,
P00689,Product_689,圖書,Brand_G,4056,3127,28x92x27cm,EMP0007,2025-05-09,
P00690,Product_690,3C,Brand_B,2352,1750,2278g,EMP0005,2024-11-07,2025-01-22
P00691,Product_691,美妝,Brand_H,1196,1059,4757g,EMP0001,2024-08-13,
P00692,Product_692,美妝,Brand_I,4674,3566,90x98x74cm,EMP0001,2024-08-23,
P00693,Product_693,食品,Brand_D,1789,1455,971g,EMP0003,2025-04-03,
P00694,Product_694,服飾,Brand_J,889,708,98x10x100cm,EMP0001,2025-02-26,
P00695,Product_695,圖書,Brand_D,2860,2704,12x85x86cm,EMP0002,2025-01-10,
P00696,Product_696,家居,Brand_H,4724,3769,30x38x32cm,EMP0001,2024-08-01,
P00697,Product_697,3C,Brand_I,119,86,1204g,EMP0003,2024-08-25,
P00698,Product_698,3C,Brand_A,1267,915,1940g,EMP0004,2024-12-09,
P00699,Product_699,食品,Brand_C,4698,3983,11x67x65cm,EMP0008,2025-01-01,
P00700,Product_700,服飾,Brand_B,938,797,99x90x16cm,EMP0007,2025-03-30,
P00701,Product_701,圖書,Brand_D,655,527,43x55x50cm,EMP0000,2025-02-13,
P00702,Product_702,家居,Brand_A,2894,2338,82x38x90cm,EMP0008,2025-01-26,
P00703,Product_703,美妝,Brand_B,4323,3084,2565g,EMP0004,2024-10-02,
P00704,Product_704,食品,Brand_D,2438,2021,58x74x47cm,EMP0005,2024-08-14,2025-07-25
P00705,Product_705,家居,Brand_B,4973,4109,48x36x50cm,EMP0000,2024-07-19,
P00706,Product_706,3C,Brand_E,3428,2528,35x93x49cm,EMP0003,2024-10-28,
P00707,Product_707,食品,Brand_B,463,336,1937g,EMP0000,2024-12-14,2025-04-22
P00708,Product_708,美妝,Brand_G,4965,3629,449g,EMP0005,2025-07-14,
P00709,Product_709,食品,Brand_J,2099,1522,32x61x53cm,EMP0002,2025-01-31,
P00710,Product_710,3C,Brand_B,1508,1286,20x95x23cm,EMP0003,2024-08-07,
P00711,Product_711,圖書,Brand_E,2834,2123,30x27x15cm,EMP0007,2024-09-18,
P00712,Product_712,3C,Brand_H,1591,1214,23x67x76cm,EMP0001,2025-06-24,
P00713,Product_713,3C,Brand_B,524,389,94x39x92cm,EMP0006,2024-11-28,2024-12-23
P00714,Product_714,美妝,Brand_A,107,101,2108g,EMP0001,2024-07-18,
P00715,Product_715,服飾,Brand_B,2303,2104,15x78x25cm,EMP0001,2024-08-27,
P00716,Product_716,服飾,Brand_F,4201,-94,48x60x48cm,EMP0002,2024-09-12,
P00717,Product_717,家居,Brand_D,2904,2271,41x55x19cm,EMP0002,2025-03-21,
P00718,Product_718,圖書,Brand_B,4996,3759,13x30x75cm,EMP0002,2024-10-10,
P00719,Product_719,美妝,Brand_C,1506,1239,737g,EMP0002,2024-12-20,
P00720,Product_720,美妝,Brand_F,1474,1039,2321g,EMP0004,2024-11-19,
P00721,Product_721,食品,Brand_G,883,766,38x23x81cm,EMP0000,2025-02-17,
P00722,Product_722,圖書,Brand_E,904,751,53x86x92cm,EMP0005,2024-08-12,
P00723,Product_723,美妝,Brand_H,1497,1385,1255g,EMP0000,2024-11-01,
P00724,Product_724,美妝,Brand_H,3985,2953,4667g,EMP0009,2024-08-24,
P00725,Product_725,服飾,Brand_C,4538,4089,25x76x64cm,EMP0003,2024-08-08,
P00726,Product_726,服飾,Brand_F,4878,4380,58x69x71cm,EMP0006,2025-06-14,
P00727,Product_727,食品,Brand_F,1238,906,11x41x22cm,EMP0001,2025-03-28,
P00728,Product_728,美妝,Brand_A,4418,3533,1581g,EMP0005,2025-03-12,
P00729,Product_729,3C,Brand_A,1708,1269,12x97x88cm,EMP0001,2024-12-05,
P00730,Product_730,家居,Brand_H,653,499,78x87x34cm,EMP0001,2024-12-04,
P00731,Product_731,美妝,Brand_H,4363,3341,34x65x62cm,EMP0001,2024-08-17,
P00732,Product_732,美妝,Brand_G,3217,2699,92x53x20cm,EMP0009,2025-06-08,
P00733,Product_733,服飾,Brand_H,907,728,458g,EMP0008,2024-07-20,
P00734,Product_734,家居,Brand_B,2206,2067,4808g,EMP0009,2025-06-24,2025-07-08
P00735,Product_735,圖書,Brand_G,1508,1103,62x25x76cm,EMP0003,2024-10-23,
P00736,Product_736,服飾,Brand_E,3710,3500,40x79x49cm,EMP0006,2025-03-18,
P00737,Product_737,3C,Brand_G,2322,1759,1581g,EMP0003,2024-10-14,
P00738,Product_738,3C,Brand_J,4947,4419,91x55x42cm,EMP0008,2025-03-20,
P00739,Product_739,美妝,Brand_D,368,289,3503g,EMP0001,2024-08-04,
P00740,Product_740,3C,Brand_B,1840,1354,675g,EMP0005,2024-11-24,
P00741,Product_741,3C,Brand_I,2461,2251,15x34x97cm,EMP0003,2024-08-06,
P00742,Product_742,圖書,Brand_I,2565,1994,28x35x71cm,EMP0006,2024-07-09,
P00743,Product_743,美妝,Brand_G,1648,1425,96x37x17cm,EMP0008,2025-05-08,
P00744,Product_744,3C,Brand_E,3673,3091,1391g,EMP0005,2024-07-19,
P00745,Product_745,3C,Brand_C,4386,3588,63x46x41cm,EMP0006,2025-05-11,
P00746,Product_746,服飾,Brand_C,4700,3872,2631g,EMP0003,2025-03-10,2025-06-11
P00747,Product_747,美妝,Brand_G,4045,3572,931g,EMP0007,2025-03-15,
P00748,Product_748,美妝,Brand_G,4268,3081,1466g,EMP0003,2024-09-17,
P00749,Product_749,家居,Brand_E,2798,2426,3289g,EMP0002,2025-03-07,
P00750,Product_750,家居,Brand_G,4147,3831,919g,EMP0009,2024-08-17,
P00751,Product_751,服飾,Brand_J,1587,1134,99x41x97cm,EMP0004,2024-09-25,
P00752,Product_752,美妝,Brand_J,2053,1509,49x70x28cm,EMP0007,2024-07-21,
P00753,Product_753,3C,Brand_A,1653,1453,62x99x13cm,EMP0000,2025-06-03,
P00754,Product_754,美妝,Brand_F,2390,1934,88x56x58cm,EMP0006,2024-11-06,
P00755,Product_755,食品,Brand_C,1499,1201,64x48x33cm,EMP0007,2025-02-13,2025-07-19
P00756,Product_756,家居,Brand_C,4812,3533,15x56x29cm,EMP0001,2024-08-13,
P00757,Product_757,家居,Brand_C,1633,1350,4510g,EMP0006,2024-11-04,
P00758,Product_758,圖書,Brand_F,580,425,1617g,EMP0008,2025-06-18,
P00759,Product_759,美妝,Brand_E,2681,2196,4578g,EMP0002,2024-10-18,
P00760,Product_760,食品,Brand_B,380,338,4262g,EMP0002,2024-09-22,
P00761,Product_761,服飾,Brand_G,642,491,41x79x25cm,EMP0007,2025-01-30,
P00762,Product_762,圖書,Brand_D,1175,964,26x19x59cm,EMP0004,2024-10-15,2025-04-28
P00763,Product_763,3C,Brand_G,2375,2252,64x28x51cm,EMP0005,2024-11-24,
P00764,Product_764,食品,Brand_A,2223,1938,646g,EMP0007,2024-08-26,
P00765,Product_765,3C,Brand_D,4018,3658,22x90x61cm,EMP0009,2024-07-06,2025-02-15
P00766,Product_766,圖書,Brand_I,3723,2993,15x45x87cm,EMP0000,2024-08-17,
P00767,Product_767,食品,Brand_C,2189,1952,50x79x83cm,EMP0003,2024-10-09,
P00768,Product_768,圖書,Brand_I,1735,1232,93x17x33cm,EMP0006,2024-09-05,
P00769,Product_769,圖書,Brand_B,1651,1206,3858g,EMP0001,2025-04-13,
P00770,Product_770,3C,Brand_B,3893,2922,4312g,EMP0002,2024-07-21,
P00771,Product_771,食品,Brand_C,355,284,1629g,EMP0002,2025-01-31,
P00772,Product_772,食品,Brand_B,163,148,66x39x48cm,EMP0007,2025-03-19,
P00773,Product_773,3C,Brand_B,3998,3145,52x59x83cm,EMP0005,2024-07-30,
P00774,Product_774,家居,Brand_J,2438,2106,12x11x65cm,EMP0007,2025-03-20,
P00775,Product_775,美妝,Brand_H,741,650,75x76x84cm,EMP0006,2024-11-10,
P00776,Product_776,圖書,Brand_E,1254,1062,94x59x38cm,EMP0003,2025-04-30,
P00777,Product_777,食品,Brand_D,4669,3686,2100g,EMP0004,2024-07-28,
P00778,Product_778,服飾,Brand_H,4312,3640,1854g,EMP0009,2024-09-15,
P00779,Product_779,美妝,Brand_E,3578,2811,4741g,EMP0000,2024-12-23,
P00780,Product_780,3C,Brand_J,2463,1776,4684g,EMP0008,2025-04-04,
P00781,Product_781,美妝,Brand_H,2650,-56,84x92x70cm,EMP0001,2024-09-02,
P00782,Product_782,服飾,Brand_B,4879,3570,3594g,EMP0002,2024-09-11,
P00783,Product_783,食品,Brand_A,4832,3470,12x77x61cm,EMP0004,2024-11-12,
P00784,Product_784,圖書,Brand_C,1155,1062,83x78x38cm,EMP0002,2025-05-05,
P00785,Product_785,美妝,Brand_B,4074,3160,97x100x70cm,EMP0006,2024-08-30,
P00786,Product_786,家居,Brand_G,1066,920,65x98x35cm,EMP0002,2024-10-07,
P00787,Product_787,美妝,Brand_E,1146,897,3503g,EMP0003,2024-11-19,
P00788,Product_788,3C,Brand_B,3413,2723,4622g,EMP0004,2025-01-25,
P00789,Product_789,3C,Brand_F,2085,1596,1051g,EMP0002,2024-11-04,
P00790,Product_790,家居,Brand_E,4665,3665,67x87x19cm,EMP0001,2024-07-21,
P00791,Product_791,家居,Brand_A,536,430,2989g,EMP0001,2024-07-26,
P00792,Product_792,3C,Brand_I,2606,2294,1026g,EMP0009,2025-06-01,
P00793,Product_793,食品,Brand_J,4601,3809,21x11x100cm,EMP0001,2025-04-20,
P00794,Product_794,食品,Brand_D,4530,4240,565g,EMP0006,2025-05-06,
P00795,Product_795,家居,Brand_H,867,-66,1470g,EMP0004,2025-01-14,
P00796,Product_796,家居,Brand_H,1897,1566,19x40x84cm,EMP0008,2024-07-06,
P00797,Product_797,美妝,Brand_A,3134,2651,2289g,EMP0008,2024-12-03,
P00798,Product_798,食品,Brand_D,881,819,55x44x21cm,EMP0001,2025-05-19,
P00799,Product_799,3C,Brand_J,4843,3450,68x45x73cm,EMP0004,2024-10-31,
P00800,Product_800,美妝,Brand_A,4582,3865,562g,EMP0001,2024-09-28,
P00801,Product_801,食品,Brand_I,918,839,1784g,EMP0001,2025-05-23,
P00802,Product_802,3C,Brand_G,694,528,2925g,EMP0008,2025-04-09,
P00803,Product_803,3C,Brand_B,518,477,1614g,EMP0008,2024-10-15,
P00804,Product_804,美妝,Brand_C,4556,3211,35x63x50cm,EMP0002,2025-03-22,
P00805,Product_805,3C,Brand_H,1049,926,4824g,EMP0003,2024-12-27,
P00806,Product_806,3C,Brand_F,2140,1997,88x56x89cm,EMP0009,2024-11-10,
P00807,Product_807,服飾,Brand_H,2299,1987,27x87x45cm,EMP0004,2024-12-21,
P00808,Product_808,美妝,Brand_F,3035,2458,2528g,EMP0001,2025-05-25,
P00809,Product_809,家居,Brand_B,452,321,892g,EMP0002,2024-07-27,
P00810,Product_810,服飾,Brand_G,1211,1126,1768g,EMP0007,2025-02-02,
P00811,Product_811,3C,Brand_C,4664,3813,86x74x46cm,EMP0001,2025-02-11,
P00812,Product_812,家居,Brand_B,4551,3219,99x67x52cm,EMP0007,2025-04-10,
P00813,Product_813,家居,Brand_C,3928,3427,59x80x38cm,EMP0009,2025-03-30,
P00814,Product_814,美妝,Brand_F,195,160,1704g,EMP0006,2025-02-15,
P00815,Product_815,家居,Brand_E,1702,1245,1066g,EMP0009,2024-07-27,
P00816,Product_816,服飾,Brand_J,3177,2394,14x36x54cm,EMP0003,2025-02-12,2025-07-03
P00817,Product_817,服飾,Brand_C,1448,1037,701g,EMP0001,2025-06-14,
P00818,Product_818,美妝,Brand_I,4557,3844,49x53x11cm,EMP0009,2024-12-18,
P00819,Product_819,美妝,Brand_I,3206,2743,861g,EMP0005,2024-09-12,2025-04-23
P00820,Product_820,圖書,Brand_F,452,374,1570g,EMP0003,2025-04-14,
P00821,Product_821,圖書,Brand_F,4554,4118,3664g,EMP0008,2024-08-20,
P00822,Product_822,3C,Brand_H,4793,4387,3812g,EMP0007,2025-02-12,
P00823,Product_823,服飾,Brand_I,481,411,2248g,EMP0005,2025-03-27,
P00824,Product_824,家居,Brand_I,2709,1905,284g,EMP0002,2025-02-25,
P00825,Product_825,家居,Brand_J,1586,1386,46x45x50cm,EMP0000,2024-09-04,
P00826,Product_826,食品,Brand_G,2025,1629,4417g,EMP0009,2024-12-09,
P00827,Product_827,服飾,Brand_A,980,825,13x36x27cm,EMP0004,2025-06-03,
P00828,Product_828,家居,Brand_G,2933,2529,924g,EMP0008,2025-02-09,
P00829,Product_829,圖書,Brand_D,4794,3776,1888g,EMP0005,2024-08-20,
P00830,Product_830,食品,Brand_H,2565,2384,64x45x60cm,EMP0009,2025-01-28,
P00831,Product_831,3C,Brand_I,506,371,1373g,EMP0005,2024-10-18,
P00832,Product_832,食品,Brand_C,3138,2723,1611g,EMP0002,2024-12-10,
P00833,Product_833,美妝,Brand_H,1767,1239,35x32x99cm,EMP0007,2024-11-23,
P00834,Product_834,圖書,Brand_J,4294,3998,249g,EMP0001,2024-09-17,
P00835,Product_835,3C,Brand_B,2230,1624,92x44x46cm,EMP0006,2024-11-24,
P00836,Product_836,3C,Brand_H,1045,756,3848g,EMP0000,2025-04-04,
P00837,Product_837,圖書,Brand_D,1036,812,97x36x95cm,EMP0000,2024-11-27,
P00838,Product_838,食品,Brand_F,3867,3068,555g,EMP0001,2024-07-09,2024-12-03
P00839,Product_839,美妝,Brand_D,1401,1056,611g,EMP0004,2025-01-07,
P00840,Product_840,圖書,Brand_E,3859,3266,21x87x46cm,EMP0005,2024-10-11,
P00841,Product_841,3C,Brand_D,1109,899,48x43x44cm,EMP0003,2024-10-29,
P00842,Product_842,3C,Brand_J,1676,1188,17x64x99cm,EMP0009,2024-09-14,2024-10-14
P00843,Product_843,圖書,Brand_E,2381,1857,809g,EMP0002,2025-03-19,
P00844,Product_844,家居,Brand_G,4722,4262,44x80x75cm,EMP0007,2025-05-06,2025-06-12
P00845,Product_845,家居,Brand_H,4665,4070,63x35x24cm,EMP0006,2024-11-30,2025-04-10
P00846,Product_846,圖書,Brand_B,1114,981,702g,EMP0004,2024-12-06,
P00847,Product_847,美妝,Brand_B,1855,1622,2180g,EMP0000,2024-09-01,
P00848,Product_848,3C,Brand_G,832,647,1464g,EMP0008,2025-04-04,
P00849,Product_849,美妝,Brand_C,2599,1884,1587g,EMP0005,2024-12-16,
P00850,Product_850,圖書,Brand_C,2357,1810,3920g,EMP0007,2024-12-13,
P00851,Product_851,家居,Brand_C,4514,4098,1333g,EMP0006,2024-09-01,
P00852,Product_852,食品,Brand_G,4657,4401,2034g,EMP0002,2024-09-15,
P00853,Product_853,3C,Brand_I,1979,1630,72x73x46cm,EMP0000,2024-08-17,
P00854,Product_854,美妝,Brand_D,2510,1763,1557g,EMP0000,2025-05-30,
P00855,Product_855,家居,Brand_B,4492,3301,110g,EMP0009,2025-01-01,
P00856,Product_856,圖書,Brand_G,4053,3163,2438g,EMP0007,2024-10-08,2025-06-20
P00857,Product_857,3C,Brand_C,118,100,19x78x23cm,EMP0005,2024-08-27,
P00858,Product_858,圖書,Brand_D,1668,1199,4851g,EMP0005,2024-09-02,
P00859,Product_859,3C,Brand_B,2167,2028,129g,EMP0000,2025-01-30,
P00860,Product_860,美妝,Brand_H,1226,970,3113g,EMP0000,2025-01-14,
P00861,Product_861,家居,Brand_E,1078,1000,30x91x51cm,EMP0009,2025-01-07,
P00862,Product_862,3C,Brand_H,285,255,2391g,EMP0000,2025-03-21,
P00863,Product_863,食品,Brand_E,3253,2891,73x13x67cm,EMP0007,2025-06-19,
P00864,Product_864,圖書,Brand_A,1386,1181,19x80x51cm,EMP0006,2024-10-01,
P00865,Product_865,服飾,Brand_J,356,305,1419g,EMP0007,2025-03-14,2025-03-21
P00866,Product_866,服飾,Brand_B,1232,1059,13x81x96cm,EMP0003,2024-08-18,
P00867,Product_867,服飾,Brand_C,4029,3454,68x46x28cm,EMP0009,2025-06-15,
P00868,Product_868,圖書,Brand_D,4272,3582,62x39x49cm,EMP0003,2025-02-02,
P00869,Product_869,3C,Brand_F,2467,2335,100x72x20cm,EMP0002,2024-07-31,
P00870,Product_870,3C,Brand_D,2139,1889,16x19x100cm,EMP0007,2025-06-21,
P00871,Product_871,家居,Brand_B,4891,4374,27x86x16cm,EMP0004,2024-08-02,
P00872,Product_872,圖書,Brand_A,1083,994,80x66x40cm,EMP0004,2024-09-14,
P00873,Product_873,家居,Brand_D,1155,871,57x86x91cm,EMP0008,2025-06-09,
P00874,Product_874,食品,Brand_B,1530,1103,61x80x11cm,EMP0005,2025-03-15,
P00875,Product_875,圖書,Brand_B,947,777,90x10x63cm,EMP0001,2024-12-15,2025-07-15
P00876,Product_876,美妝,Brand_I,1959,1623,88x41x55cm,EMP0008,2025-02-28,
P00877,Product_877,3C,Brand_G,4563,4140,1171g,EMP0005,2025-02-12,
P00878,Product_878,圖書,Brand_A,3115,2526,3606g,EMP0008,2024-08-06,
P00879,Product_879,圖書,Brand_J,2119,-98,26x24x93cm,EMP0007,2024-09-28,
P00880,Product_880,美妝,Brand_E,4679,3892,3074g,EMP0009,2024-11-10,
P00881,Product_881,3C,Brand_A,337,239,26x11x55cm,EMP0005,2025-02-28,
P00882,Product_882,食品,Brand_B,1130,965,82x64x92cm,EMP0002,2025-06-10,
P00883,Product_883,服飾,Brand_I,2873,2606,97x89x54cm,EMP0005,2025-02-13,
P00884,Product_884,家居,Brand_C,3116,2304,337g,EMP0008,2024-09-21,
P00885,Product_885,美妝,Brand_A,294,249,1056g,EMP0009,2024-08-26,
P00886,Product_886,美妝,Brand_C,2075,1760,12x86x48cm,EMP0006,2024-12-26,
P00887,Product_887,家居,Brand_E,3281,2431,88x30x14cm,EMP0002,2025-04-18,
P00888,Product_888,服飾,Brand_E,3521,2573,4916g,EMP0003,2025-01-18,
P00889,Product_889,食品,Brand_A,3227,3049,187g,EMP0003,2025-02-04,
P00890,Product_890,美妝,Brand_J,1671,1334,53x84x81cm,EMP0009,2025-03-29,
P00891,Product_891,食品,Brand_F,558,423,140g,EMP0000,2025-01-20,
P00892,Product_892,美妝,Brand_I,2193,1629,62x17x56cm,EMP0002,2025-02-13,
P00893,Product_893,美妝,Brand_D,731,634,1915g,EMP0003,2024-07-21,
P00894,Product_894,食品,Brand_H,4743,4043,17x22x64cm,EMP0006,2024-09-27,
P00895,Product_895,圖書,Brand_I,2428,2091,4008g,EMP0007,2024-09-07,
P00896,Product_896,圖書,Brand_B,1655,1195,3297g,EMP0004,2024-11-07,
P00897,Product_897,3C,Brand_E,3855,3560,94x14x41cm,EMP0006,2025-02-11,
P00898,Product_898,食品,Brand_B,2540,2025,1555g,EMP0002,2024-09-07,
P00899,Product_899,3C,Brand_D,1619,1260,15x96x20cm,EMP0004,2025-01-09,
P00900,Product_900,圖書,Brand_G,4079,3326,1046g,EMP0000,2024-12-12,
P00901,Product_901,服飾,Brand_I,4349,3468,1248g,EMP0001,2024-08-07,
P00902,Product_902,食品,Brand_I,3398,3112,3279g,EMP0009,2025-03-02,
P00903,Product_903,3C,Brand_I,330,308,16x84x86cm,EMP0006,2025-05-13,
P00904,Product_904,服飾,Brand_B,2875,-81,83x82x98cm,EMP0005,2024-12-19,
P00905,Product_905,美妝,Brand_C,3840,3518,2999g,EMP0006,2024-10-06,
P00906,Product_906,食品,Brand_J,769,688,2705g,EMP0007,2025-05-27,
P00907,Product_907,食品,Brand_H,1220,1138,32x78x37cm,EMP0000,2025-05-22,
P00908,Product_908,圖書,Brand_H,4424,3369,100x85x50cm,EMP0003,2024-09-03,2024-10-24
P00909,Product_909,服飾,Brand_G,199,168,2531g,EMP0009,2024-08-28,2024-08-31
P00910,Product_910,圖書,Brand_B,3788,2912,59x41x91cm,EMP0009,2025-05-17,
P00911,Product_911,服飾,Brand_B,2421,2194,1488g,EMP0002,2024-08-26,
P00912,Product_912,美妝,Brand_I,2289,1605,41x58x87cm,EMP0002,2024-09-02,
P00913,Product_913,美妝,Brand_H,135,113,2938g,EMP0005,2024-10-08,
P00914,Product_914,3C,Brand_B,4115,3229,60x69x57cm,EMP0008,2024-12-23,2025-07-23
P00915,Product_915,家居,Brand_J,1863,1454,90x99x59cm,EMP0003,2024-10-04,
P00916,Product_916,3C,Brand_G,2750,2368,1501g,EMP0005,2025-04-21,
P00917,Product_917,服飾,Brand_H,3419,3121,26x16x88cm,EMP0007,2025-01-30,2025-06-11
P00918,Product_918,家居,Brand_F,3543,3020,4235g,EMP0009,2025-03-03,
P00919,Product_919,食品,Brand_B,4784,4369,99x30x60cm,EMP0008,2025-02-16,
P00920,Product_920,美妝,Brand_E,2704,2071,4134g,EMP0009,2024-07-22,
P00921,Product_921,服飾,Brand_I,2059,1708,23x16x55cm,EMP0009,2024-08-03,
P00922,Product_922,食品,Brand_J,4773,3879,55x78x16cm,EMP0001,2024-09-02,
P00923,Product_923,3C,Brand_B,3246,2282,904g,EMP0008,2025-07-01,
P00924,Product_924,家居,Brand_F,1561,1310,708g,EMP0009,2024-12-30,
P00925,Product_925,3C,Brand_D,720,623,92x47x97cm,EMP0006,2024-10-24,
P00926,Product_926,家居,Brand_G,4229,3586,4493g,EMP0007,2025-01-03,
P00927,Product_927,食品,Brand_E,1875,1657,93x55x40cm,EMP0007,2025-04-01,
P00928,Product_928,服飾,Brand_D,3336,2812,99x87x95cm,EMP0003,2024-11-11,
P00929,Product_929,食品,Brand_A,2407,1725,329g,EMP0002,2024-07-19,
P00930,Product_930,食品,Brand_F,1075,784,97x17x21cm,EMP0007,2024-12-23,
P00931,Product_931,食品,Brand_I,3048,2588,80x26x67cm,EMP0001,2025-05-17,
P00932,Product_932,3C,Brand_D,397,305,3438g,EMP0006,2024-08-22,
P00933,Product_933,服飾,Brand_I,2125,1530,941g,EMP0001,2024-09-01,
P00934,Product_934,圖書,Brand_D,2778,2243,93x72x52cm,EMP0008,2025-03-16,
P00935,Product_935,3C,Brand_G,2237,1876,23x26x61cm,EMP0002,2024-07-17,
P00936,Product_936,圖書,Brand_I,3768,2948,1009g,EMP0007,2024-07-13,
